OBJECTID;NAME;ITEM_NUMBER;TYPE_STATION;CLASS_STATION;TYPE_DISTRIBUTIE;YEAR_OF_CONSTRUCTION;EIGENAAR;STATUS_KAST;POSITIONDETERMINATION;ROAD;HOUSE_NUMBER;ADDRESS;LEVERANCIER;DATE_MODIFIED;BEHEERDER_OMS;FABRIKAAT;NAAM;NADERE_ADRES_AAND;POSTCODE;TOEGANGS_AANDUIDING_TEKST;WOONPLAATS;X;Y;LONG;LAT
6445;B122;;Station;Onbekend;;;Gemeente Den Haag;In bedrijf;;;;;;2015-12-09;Gemeente Den Haag;;;;;;;83085.9470000006;454836.048999999;4.338162001160657;52.07712591621367
529;D500 Station;D500;Station;Station 10/0                                                                                                                                                                                                                                                         ,4 kV/OV;Zelfbouw;1971-07-01;Stedin;In bedrijf;;ALBARDASTRAAT;;;ENECO;2015-12-09;Stedin;ENECO;BIJ THORBECKELAAN;Openbare weg;2555;10;S GRAVENHAGE;77198.8995000012;453489.256999999;4.252607575599065;52.06422704546227
566;D643 Station;D643;Station;Station 10/0                                                                                                                                                                                                                                                         ,4 kV/OV;Zelfbouw;1969-07-01;Stedin;In bedrijf;;LOOSD HOOFDSTR;103;;ENECO;2015-12-09;Stedin;ENECO;BALLET MUZIEK STUDIO;Openbare weg;2552;10;S GRAVENHAGE;76312.8649999984;452463.671500001;4.2399250335020655;52.05488537426376
999;D149;D149;Kast;Onbekend;Onbekend;;Combi;In bedrijf;;BURG HOVYLN;109;;Onbekend;2015-12-09;Combi;Onbekend;;Achter;2552XA;;S GRAVENHAGE;76592.9305000007;452187.13450000103;4.244071146298438;52.052439938049574
246;E400 Station;E400;Station;Station 10/0                                                                                                                                                                                                                                                         ,4 kV/OV;Niet van toepassing;1923-07-01;Onbekend;In bedrijf;;ALB.  THIJMPLN;33;;Inpandig;2015-12-09;Stedin;Inpandig;SCHOOL G.L.O.;Openbare weg;2524HV;20;S GRAVENHAGE;81359.32000000031;452297.15700000204;4.3135267281365275;52.05408255214082
300;Z117;Z117;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Onbekend;1996-07-01;Gemeente Den Haag;In bedrijf;;BEYERSSTR;7;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;A&P;Openbare weg;2572BB;20;S GRAVENHAGE;79757.32600000131;453897.522500001;4.289821208326607;52.068249402500875
301;Z152;Z152;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Onbekend;1987-07-01;Gemeente Den Haag;In bedrijf;;STEYNLN;1;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;BEDRIJVENCENTRUM;Openbare weg;2571PX;10;S GRAVENHAGE;79954.32299999891;454065.701000001;4.292656850790878;52.06978749986846
307;Z114;Z114;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Niet van toepassing;2004-07-01;Gemeente Den Haag;In bedrijf;;GASLN;125;;Inpandig;2012-03-15;Gemeente Den Haag;Inpandig;;Openbare weg;2562LD;10;S GRAVENHAGE;79574.28150000049;454500.0385;4.287018913529227;52.07363914325467
308;Z104;Z104;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV;Onbekend;1932-07-01;Gemeente Den Haag;In bedrijf;;LYNBAAN;;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;BRUGSTATION;Openbare weg;2512VA;10;S GRAVENHAGE;80288.0135000013;454512.956500001;4.297425005525907;52.07385197377903
801;Z118;Z118;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;HOBBEMAPLN;69;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2526JC;;S GRAVENHAGE;80282.5;453695.4965;4.297523530497712;52.066504935285565
803;Z157;Z157;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;VD VELDESTR;45;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2525AT;;S GRAVENHAGE;80363.5670000017;453904.555500001;4.298659902420811;52.068394622395026
807;Z100;Z100;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;V MIEREVELTSTR;60;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2525EE;;S GRAVENHAGE;80505.4125000015;453681.998;4.300776870918144;52.066413648958836
809;Z102;Z102;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;BRUEGHELSTR;300;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2525RN;;S GRAVENHAGE;80721.743999999;453641.1325;4.303940192170198;52.0660754498604
837;Z109;Z109;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;PR HENDRIKSTR;30;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2518HT;;S GRAVENHAGE;80058.59549999979;455422.8715;4.293879359548565;52.08199812384367
263;A226;A226;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Onbekend;1960-07-01;Stedin;In bedrijf;;KLATTEWEG;7;;Onbekend;2018-09-17;Gemeente Den Haag;Onbekend;;Openbare weg;2597;10;S GRAVENHAGE;80669.3784999996;457642.10999999905;4.302304774043896;52.10202411391275
95085;Z257;z257;Kast;OV Kast;;2018-08-03;Gemeente Den Haag;In bedrijf;;TIMORSTR;;;;2018-09-17;Gemeente Den Haag;;;Openbare weg;2585SE;;S GRAVENHAGE;80209.62570000069;456372.8972;4.295874038261588;52.090556146175224
95087;Z232;Z232;Kast;OV Kast;;2018-05-28;Gemeente Den Haag;In bedrijf;;TENIER PLANTSOEN;;;;2018-09-17;Gemeente Den Haag;;;Openbare weg;2548ZV;;S GAVENHAGE;80934.5549999997;453934.30600000196;4.3069796644799085;52.068738623384576
254;Z519;Z519;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Zelfbouw;1953-07-01;Stedin;In bedrijf;;TIMORSTR;;;ENECO;2018-09-17;Gemeente Den Haag;ENECO;;Openbare weg;2585SE;10;S GRAVENHAGE;80208.1024999991;456370.9375;4.295852245660803;52.090538329146675
95086;Z234;Z234;Kast;OV Kast;;2018-08-02;Gemeente Den Haag;In bedrijf;;GORTMOLEN;2;;;2018-09-17;Gemeente Den Haag;;;Openbare weg;2515LL;;S GRAVENHAGE;81367.1391999982;454304.625100002;4.313207836412013;52.072124268128476
96685;D403;D403;Kast;OV Kast;;2018-02-13;Gemeente Den Haag;In bedrijf;;Molenbrink;59;;;2018-11-20;Gemeente Den Haag;;;Openbare weg;2553GM;;S GRAVENHAGE;75929.5373999998;451845.564599998;4.234480146591059;52.04927612992618
1001;D332;D332;Kast;Onbekend;Onbekend;2018-02-13;Gemeente Den Haag;In bedrijf;;DR L J ROGIERSTR;66;;Onbekend;2018-11-20;Gemeente Den Haag;Onbekend;;Achter;2552LB;;S GRAVENHAGE;76743.9415000007;451876.93899999897;4.2463434303115735;52.049673669612034
864;Z160;Z160;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;H COSTERSTR;140;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2571PC;;S GRAVENHAGE;80072.1105000004;453943.32649999904;4.294401351107015;52.06870369944711
220;Z218;Z218;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Niet van toepassing;1968-07-01;Gemeente Den Haag;In bedrijf;;OLIENBERG;1;;Inpandig;2012-03-15;Gemeente Den Haag;Inpandig;T/O 1;Openbare weg;2512ET;10;S GRAVENHAGE;80626.504999999;454388.78249999904;4.3023885860508875;52.07278161244702
221;Z208;Z208;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Zelfbouw;1967-07-01;Gemeente Den Haag;In bedrijf;;HUYGENSPK;30;;ENECO;2012-03-15;Gemeente Den Haag;ENECO;T/O 30;Openbare weg;2515BA;10;S GRAVENHAGE;81825.3839999996;454456.243000001;4.319858091737054;52.07354755574969
222;Z222;Z222;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Niet van toepassing;1983-07-01;Gemeente Den Haag;In bedrijf;;NW MOLSTR;;;Inpandig;2012-03-15;Gemeente Den Haag;Inpandig;NAAST 200. FLAT;Openbare weg;2512DD;20;S GRAVENHAGE;81314.8125;454483.7925;4.312406055767535;52.07372744457627
223;Z220;Z220;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Niet van toepassing;1968-07-01;Gemeente Den Haag;In bedrijf;;BROUWERSGR;2;;Inpandig;2012-03-15;Gemeente Den Haag;Inpandig;ACHTER 2. HARRY HOUWAART;Openbare weg;2512ER;10;S GRAVENHAGE;80868.9184999987;454495.02;4.305900760063005;52.07376884089692
735;Z294;Z294;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;MAANWG;68;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2516AA;;S GRAVENHAGE;83660.7039999999;453381.754500002;4.346848843927329;52.06413072953431
739;Z291;Z291;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;MELKWEGSTR;16;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2516AJ;;S GRAVENHAGE;83631.9160000011;453788.66000000003;4.346344033665067;52.06778382239296
740;Z287;Z287;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;BINCKHORSTLN;176;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2516BG;;S GRAVENHAGE;83032.6185000017;453941.625999998;4.337572801430613;52.0690809664751
368;D1604 Station;D1604;Station;Station 10/0                                                                                                                                                                                                                                                       ,4 kV/OV;Zelfbouw;1970-07-01;Stedin;In bedrijf;;KAMPERFOELIESTR;;;ENECO;2015-12-09;Stedin;ENECO;T.O. INDIGOSTR;Openbare weg;2563KA;10;S GRAVENHAGE;78355.7424999997;453849.951000001;4.269394082994063;52.067629738482765
98926;D328;D328;Kast;OV Kast;;2018-10-15;Gemeente Den Haag;In bedrijf;;J RADECKERKD;5;;;2018-12-04;Gemeente Den Haag;;;Openbare weg;2552WP;;S GRAVENHAGE;76803.5201000013;452579.8134;4.2470509632497535;52.05599855288682
579;D647 Station;D647;Station;Station 10/0                                                                                                                                                                                                                                                         ,4 kV/OV;Onbekend;1969-07-01;Stedin;In bedrijf;;J WATELERPAD;13;;Onbekend;2015-12-09;Stedin;Onbekend;;Openbare weg;2553TT;10;S GRAVENHAGE;74949.9415000007;451927.638999999;4.220182767029675;52.04987307685286
571;D831 Station;D831;Station;Station 10/0                                                                                                                                                                                                                                                         ,4 kV/OV;Zelfbouw;1969-07-01;Stedin;In bedrijf;;BURG HOVYLN;;;ENECO;2015-12-09;Stedin;ENECO;;Openbare weg;2552TA;20;S GRAVENHAGE;76595.936999999;452185.701000001;4.244115300035583;52.05242748107827
927;Z413;Z413;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;SPORTLN;32;;Onbekend;2014-03-27;Gemeente Den Haag;Onbekend;;Achter;2566LA;;S GRAVENHAGE;78591.6900000013;455765.197999999;4.272405759198821;52.08487401450156
105965;Z411;Z411;Kast;OV Kast;;;Gemeente Den Haag;In bedrijf;;;;;;2019-03-27;Gemeente Den Haag;;;;;;;79537.2932999991;456069.28680000105;4.286132381349941;52.08773645407003
89645;Y225;Y225;Kast;OV Kast;;;Gemeente Den Haag;In bedrijf;;;;;;2018-05-08;Gemeente Den Haag;;;;;;;84831.0205999985;451031.322500002;4.364395918228007;52.04315706888482
92525;H324;H324;Kast;;;;Gemeente Den Haag;In bedrijf;;;;;;2018-08-30;Gemeente Den Haag;;;;;;;78679.7886000015;450656.301100001;4.274832672711346;52.0389741041106
92205;H115;H115;Kast;OV Kast;;;Gemeente Den Haag;In bedrijf;;DROUWENSTR;38;;;2018-08-30;Gemeente Den Haag;;;Openbare weg;2545WK;;S GRAVENHAGE;78533.1680000015;452031.887600001;4.272388303069108;52.05131589366581
73325;W104;W104;Kast;OV Kast;;2003-06-01;Gemeente Den Haag;In bedrijf;;CARRY VAN BRUGGENHOF;53;;;2018-08-30;Gemeente Den Haag;;;Tegenover;2548MS;;'S-GRAVENHAGE;79659.96350000051;450802.6336;4.289083993143572;52.04042322513791
98605;H219;H219;Kast;OV Kast;;2018-06-25;Gemeente Den Haag;In bedrijf;;WINDESHEIMSTRAAT;355;;;2018-11-29;Gemeente Den Haag;;;Achter;2533AM;;S GRAVENHAGE;79183.5487000011;451892.8631;4.28189939836191;52.05015587441006
98927;D321;D321;Kast;OV Kast;;2018-09-25;Gemeente Den Haag;In bedrijf;;SCHWEITZERLAAN aLBERT;;;;2018-12-04;Gemeente Den Haag;;;Openbare weg;2552;;S GRAVENHAGE;77561.2278999984;452989.29060000204;4.2580039058561985;52.059784789402734
99245;D303;D303;Kast;OV Kast;;2017-10-13;Gemeente Den Haag;In bedrijf;;ESCAMPLAAN;910;;;2018-12-05;Gemeente Den Haag;;;;2547EX;;S GRAVENHAGE;77780.3702999987;452633.438499998;4.261279264154265;52.05661745221597
99565;D250;D250;Kast;OV Kast;;2018-11-14;Gemeente Den Haag;In bedrijf;;LEHARSTRAAT;73;;;2018-12-06;Gemeente Den Haag;;;Openbare weg;2555;;S GRAVENHAGE;76279.7151000015;453164.15320000105;4.239280350789575;52.06117561893281
106285;Z143;Z143;Kast;OV Kast;;;Gemeente Den Haag;In bedrijf;;SCHALK BURGERSTRAAT ;12;;;2019-04-04;Gemeente Den Haag;;;Voor;2572TZ;;S GRAVENHAGE;79998.3740000017;453769.05139999796;4.2933644001947275;52.0671275578135
743;Z201;Z201;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;HUYGENSSTR;33;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2515BE;;S GRAVENHAGE;82058.07649999861;454360.909000002;4.323272022947843;52.072721503537025
774;Z215;Z215;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;GRT MARKT;2;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2511BG;;S GRAVENHAGE;81069.0434999987;454695.8345;4.308775856268025;52.07560026156934
783;Z211;Z211;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;GED BURGWAL;4;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2512BT;;S GRAVENHAGE;81331.96799999851;454686.213500001;4.312612554220235;52.075548836307675
811;Z236;Z236;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;FRUITWG;20;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2525KH;;S GRAVENHAGE;80918.8150000013;452863.1395;4.30698253499169;52.05911019743246
751;Z352;Z352;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;RYNSTR;6;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2515XP;;S GRAVENHAGE;82180.6645000018;455172.0605;4.324886701419626;52.0800272825646
960;Z155;Z155;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;LOOSDUINSEKD;221;;Onbekend;2015-01-07;Gemeente Den Haag;Onbekend;;Achter;2571BZ;;S GRAVENHAGE;79291.78299999979;454119.42000000196;4.282983453659054;52.070180096662945
74925;Z400;Z400;Kast;OV Kast;;2017-06-12;Gemeente Den Haag;In bedrijf;;ARCHIMEDESWEG;3;;;2017-11-06;Gemeente Den Haag;;;Voor;2517RP;;'S-GRAVENHAGE;79178.9519999996;455259.563999999;4.281084765403791;52.0804107794463
1004;H227;H227;Kast;OV Kast;Onbekend;2018-11-30;Gemeente Den Haag;In bedrijf;;ZICHTENBURGLN;150;;Onbekend;2019-04-01;Gemeente Den Haag;Onbekend;;Nabij;2544EB;Zichtenburglaan;S GRAVENHAGE;77085.9384000003;451616.383499999;4.251387716454206;52.04738033242171
107245;D246;D246;Kast;OV Kast;;2018-11-30;Gemeente Den Haag;In bedrijf;;ZONNEBLOEMSTR;90;;;2019-04-23;Gemeente Den Haag;;;Voor;2265RW;;S GRAVENHAGE;77311.1191999987;454514.159499999;4.254010554916841;52.07345321115167
35886;D185;D185;Kast;Onbekend;Kast;1998-09-15;Stedin;In bedrijf;;Klaverstraat;7;;Onbekend;2019-05-07;Gemeente Den Haag;;;Terrein;;Winel (Plaatstalen kast)                                                                                                                                         ,op terrein complex. Dit is een Stedinkast;Gemeente Den Haag;77425.3878999986;454400.672200002;4.255702795227902;52.0724493600449
108861;Z112;Z112;Kast;OV Kast;;2018-11-29;Gemeente Den Haag;In bedrijf;;KAREL ROOSTR ;5;;;2019-05-17;Gemeente Den Haag;;;Openbare weg;2512SK;;S GRAVENHAGE;79827.5276000015;454441.5876;4.2907250706797155;52.07314829234379
109165;D209;D209;Kast;OV Kast;;2019-02-06;Gemeente Den Haag;In bedrijf;;GR V PRINSTERERLN;251;;;2019-06-11;Gemeente Den Haag;;;Voor;2555HR;;S GRAVENHAGE;76780.9290000014;453177.324999999;4.24658479610587;52.061364976150365
109486;D241;D241;Kast;OV Kast;;;Gemeente Den Haag;In bedrijf;;THORBECKELN 23;;;;2019-06-13;Gemeente Den Haag;;;Openbare weg;2564BE;;S GRAVENHAGE;77650.4952999987;453357.411200002;4.259221968098143;52.06310543003301
109805;H250;H250;Kast;OV Kast;;2019-05-19;Gemeente Den Haag;In bedrijf;;ZINKWERF;39;;;2019-06-18;Gemeente Den Haag;;;Openbare weg;2544EC;;S GRAVENHAGE;76769.3784999996;451495.9353;4.246801413927476;52.046253318116754
777;Z315;Z315;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;BUITENHOF;5;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2513AG;;S GRAVENHAGE;81182.754999999;455048.056499999;4.3103580841066815;52.07878076218601
779;Z314;Z314;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;L VYVERBERG;1;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2513AC;;S GRAVENHAGE;81208.2039999999;455202.588;4.310695849000974;52.08017289017937
786;Z307;Z307;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;L VOORHOUT;50;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2514EG;;S GRAVENHAGE;81392.96799999851;455569.445999999;4.313311659524959;52.0834943438231
79;Z216;Z216;Station;Station 10/0                                                                                                                                                                                                                                                                  ,4 kV;Onbekend;1986-07-01;Gemeente Den Haag;In bedrijf;;SCHEDELDOEKSHAVEN;;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Openbare weg;2511;10;S GRAVENHAGE;81766.3704999983;454830.864500001;4.31891705474725;52.07690639575764
196;Z249;Z249;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV;Niet van toepassing;1987-07-01;Gemeente Den Haag;In bedrijf;;PARALLELWG;;;Inpandig;2012-03-15;Gemeente Den Haag;Inpandig;VERPL.HUIS SCHILDERSWIJK;Openbare weg;2525NA;10;S GRAVENHAGE;81388.9065000005;453562.691;4.3136852618294625;52.06545956756821
197;Z238;Z238;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV;Niet van toepassing;1986-07-01;Gemeente Den Haag;In bedrijf;;BOSBOOMSTR;;;Inpandig;2012-03-15;Gemeente Den Haag;Inpandig;;Openbare weg;2526VX;10;S GRAVENHAGE;81197.27450000121;453593.0275;4.310884482551082;52.06570669813716
685;L312;L312;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;LN V LEIDSCHENV;;;Onbekend;2019-03-22;Gemeente Den Haag;Onbekend;;Onbekend;2492KZ;Tegen 5435;S GRAVENHAGE;86939.9831000008;452949.576699998;4.3947502953414315;52.06065933280608
385;H100;H1006;Station;Station 10/0                                                                                                                                                                                                                                                                ,4 kV/OV;Onbekend;2004-02-02;Stedin;In bedrijf;;SOESTERBERGSTR;111;;Onbekend;2015-12-09;Stedin;Onbekend;;Terrein;2546XP;20;S GRAVENHAGE;78978.0130000003;453045.811000001;4.278646916827014;52.06048892602876
161;L106;5213;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV;Onbekend;1987-01-01;Stedin;In bedrijf;;ELZENLN;11;;AKA;2015-12-09;Stedin;AKA;;Openbare weg;2495AZ;20;S GRAVENHAGE;84603.71049999821;452840.335499998;4.360710367792088;52.0593856839766
23725;Z407;;Station;;;;Gemeente Den Haag;In bedrijf;;;;;;2015-12-09;Gemeente Den Haag;;;;;;;79337.6090000011;455811.375;4.283276535095971;52.085391430058486
5166;Y371;;Station;;;;Gemeente Den Haag;In bedrijf;;;;;;2015-12-09;Gemeente Den Haag;;;;;;;87305.2899999991;452084.366;4.400247916787702;52.0529284472463
848;Z512;Z512;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;JAVASTR;28;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2585AP;;S GRAVENHAGE;80716.52699999881;456076.530000001;4.303333949294067;52.08796102969894
443;A234;A234;Station;Klantstation 10 kV;Zelfbouw;1991-07-01;Stedin;In bedrijf;;ZWOLSESTR;;;ENECO;2012-03-15;Stedin;ENECO;STUD.FLAT/HOTELSCH.;Openbare weg;2587TX;20;S GRAVENHAGE;79924.6195;458894.6765;4.291160459008525;52.11317997230647
518;D114;D114;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Zelfbouw;1931-07-01;Stedin;In bedrijf;;LN V POOT;355;;ENECO;2012-03-15;Stedin;ENECO;NUTS SCHOOL;Terrein;2566DA;20;S GRAVENHAGE;76621.313000001;454832.416499998;4.243877653542695;52.076216068147495
632;D132;D132;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Zelfbouw;1932-07-01;Stedin;In bedrijf;;ARONSKELKWG;1;;ENECO;2012-03-15;Stedin;ENECO;SCHOLEN GEM.DALTON;Terrein;2555GA;10;S GRAVENHAGE;76375.6475000009;453958.026000001;4.240496191903713;52.06832345777332
616;D208;D208;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Zelfbouw;1966-07-01;Stedin;In bedrijf;;TEUNISBLOEMPLN;20-91;;ENECO;2012-03-15;Stedin;ENECO;FLAT DE3 HOGEWIJDE;Openbare weg;2555AB;20;S GRAVENHAGE;75460.5029999986;453324.879000001;4.227299246979739;52.06250299100957
122;E128;E128;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Niet van toepassing;1931-07-01;Stedin;In bedrijf;;CAPADOSESTR;11;;Inpandig;2012-03-15;Stedin;Inpandig;SCHOOL L.O.;Openbare weg;2523AB;20;S GRAVENHAGE;81728.2685000002;452775.6855;4.318802433168683;52.058431899491715
133;H183;H183;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Onbekend;1964-07-01;Stedin;In bedrijf;;ERASMUSPLN;1-84;;Onbekend;2012-03-15;Stedin;Onbekend;FLAT;Openbare weg;2532RA;10;S GRAVENHAGE;80466.40199999881;452048.1305;4.300564592643062;52.0517252334043
239;H180;H180;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Onbekend;1969-07-01;Stedin;In bedrijf;;W DREESPK;107;;Onbekend;2012-03-15;Stedin;Onbekend;FLAT BRUGZICHT;Terrein;2531SJ;20;S GRAVENHAGE;80915.2589999996;452534.02;4.307002076131055;52.05615199952428
384;H110;H110;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV/OV;Zelfbouw;1956-07-01;Stedin;In bedrijf;;AMERONGENSTR;1;;ENECO;2012-03-15;Stedin;ENECO;SCHOOL LOUIS HAGE;Openbare weg;2546VV;10;S GRAVENHAGE;78891.84750000019;453035.84400000103;4.277392893802362;52.06038752617774
550;H283;H209;Station;Station 10/0                                                                                                                                                                                                                                                                 ,4 kV;Onbekend;1958-07-01;Stedin;In bedrijf;;BERESTEINLN;1;;Onbekend;2015-12-01;Stedin;Onbekend;;Openbare weg;2542JA;10;S GRAVENHAGE;77095.1224999987;451139.5425;4.251630263866204;52.043096418006364
18605;H291;;Station;;;;Gemeente Den Haag;In bedrijf;;;;;;2015-12-01;Gemeente Den Haag;;;;;;;78174.1006000005;450679.513300002;4.267458373275062;52.039112860615205
654;H231;N41;Station;Station 10/0                                                                                                                                                                                                                                                                  ,4 kV;Zelfbouw;1958-07-01;Stedin;In bedrijf;;VREDERUSTLN;;;ENECO;2015-12-01;Stedin;ENECO;;Openbare weg;2543SE;10;S GRAVENHAGE;78174.067499999;450681.234499998;4.267457504161927;52.0391283239413
20845;H242;;Station;;;;Gemeente Den Haag;In bedrijf;;;;;;2015-12-01;Gemeente Den Haag;;;;;;;77971.4844000004;450027.381099999;4.264652667022315;52.033224229791365
20525;H295;;Station;;;;Gemeente Den Haag;In bedrijf;;;;;;2015-12-01;Gemeente Den Haag;;;;;;;77613.2142999992;449745.019900002;4.259496385144403;52.0306368510215
646;H246;N29;Station;Station 10/0                                                                                                                                                                                                                                                                  ,4 kV/OV;Onbekend;1959-07-01;Stedin;In bedrijf;;GRAVENDREEF;62;;Onbekend;2015-12-01;Stedin;Onbekend;;Openbare weg;2542NR;10;S GRAVENHAGE;77575.32449999821;449976.050000001;4.258892045710241;52.0327077584172
648;H247;N53;Station;Station 10/0                                                                                                                                                                                                                                                                  ,4 kV;Onbekend;1959-07-01;Stedin;In bedrijf;;DORPERSDREEF;21;;Onbekend;2015-12-01;Stedin;Onbekend;;Openbare weg;2542XD;10;S GRAVENHAGE;77670.8570000008;450125.455499999;4.260250202347622;52.03406375063498
18285;H296;;Station;;;;Gemeente Den Haag;In bedrijf;;;;;;2015-12-01;Gemeente Den Haag;;;;;;;77670.8925999999;450123.7018;4.260251117613082;52.03404799563835
394;2301 Station;2301;Station;Station 10/0                                                                                                                                                                                                                                                         ,4 kV;Onbekend;1968-07-01;Stedin;In bedrijf;;EERBEEKLN;71;;Onbekend;2015-12-09;Stedin;Onbekend;;Openbare weg;2573HR;10;S GRAVENHAGE;79375.8115000017;453920.17000000196;4.2842529500901945;52.068400975066034
174;5401 Station;5401;Station;Station 10/0                                                                                                                                                                                                                                                         ,4 kV;Onbekend;1999-09-08;Stedin;In bedrijf;;ZAAGBEKSTR;14;;AKA;2015-12-09;Stedin;AKA;;Openbare weg;2492NV;20;S GRAVENHAGE;88195.504999999;453613.002;4.412925999929939;52.06677434492303
176;5409 Station;5409;Station;Station 10/0                                                                                                                                                                                                                                                         ,4 kV;Onbekend;2000-02-17;Stedin;In bedrijf;;VISDIEFJESTR;14;;AKA;2015-12-09;Stedin;AKA; ;Openbare weg;2492PL;10;S GRAVENHAGE;88386.96049999821;453336.3475;4.415771778574843;52.06431110327755
396;A402 Station;A402;Station;Station 10 kV;Zelfbouw;1965-07-01;Stedin;In bedrijf;;W DE ZWYGERLN;30;;ENECO;2015-12-09;Stedin;ENECO;BIJ FRED. HENDRIKLAAN;Openbare weg;2582ER;10;S GRAVENHAGE;78775.40199999881;456410.353999998;4.274941437297335;52.09069713007749
504;A1306 Station;A1306;Station;Station 10/0                                                                                                                                                                                                                                                       ,4 kV/OV;Onbekend;1969-07-01;Stedin;In bedrijf;;SPORTLN;;;Onbekend;2015-12-09;Stedin;Onbekend;HOEK FAHRENHEITSTRAAT;Openbare weg;2566GN;10;S GRAVENHAGE;78105.9180000015;455480.3565;4.2653838486566285;52.08224699617204
511;A1000 Station;A1000;Station;Verdeelstation 10 kV;Niet van toepassing;1921-07-01;Stedin;In bedrijf;;ZEEZWALUWHOF;;;Inpandig;2015-12-09;Stedin;Inpandig;IN POORT;Openbare weg;2583SZ;10;S GRAVENHAGE;77944.5194999985;456494.09499999904;4.262800578536115;52.09133464597603
