OBJECTID;NAME;ITEM_NUMBER;TYPE_STATION;CLASS_STATION;TYPE_DISTRIBUTIE;YEAR_OF_CONSTRUCTION;EIGENAAR;STATUS_KAST;POSITIONDETERMINATION;ROAD;HOUSE_NUMBER;ADDRESS;LEVERANCIER;DATE_MODIFIED;BEHEERDER_OMS;FABRIKAAT;NAAM;NADERE_ADRES_AAND;POSTCODE;TOEGANGS_AANDUIDING_TEKST;WOONPLAATS;X;Y;LONG;LAT
583;D207;D207;Station;Station 10/0,4 kV/OV;Zelfbouw;1965-07-01;Stedin;In bedrijf;;LANDRESTRAAT;;;ENECO;2012-01-25;Stedin;ENECO;BIJ JULIUS RONTGENSTRAAT;Openbare weg;2551;10;S GRAVENHAGE;75519.18950000031;453116.9265;4.228203288719729;52.06064263322727
585;D211;D211;Station;Station 10/0,4 kV/OV;Zelfbouw;1965-07-01;Stedin;In bedrijf;;L DAVIDSSTR;657;;ENECO;2012-01-25;Stedin;ENECO;;Terrein;2551ES;10;S GRAVENHAGE;75572.33850000051;452690.0715;4.229077429030222;52.056814289225876
588;D204;D204;Station;Station 10/0,4 kV/OV;Zelfbouw;1962-07-01;Stedin;In bedrijf;;A DIEPENBROCKHOF;44;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2551KG;20;S GRAVENHAGE;75645.6295000017;452996.1305;4.230074761392568;52.05957521426449
589;D205;D205;Station;Station 10/0,4 kV/OV;Zelfbouw;1962-07-01;Stedin;In bedrijf;;LANDRESTR;;;ENECO;2012-01-25;Stedin;ENECO;BIJ A.NOORDERWIERSTR;Openbare weg;2551AA;10;S GRAVENHAGE;75661.58650000021;453213.59800000105;4.230256877212304;52.06153178825841
595;D212;D212;Station;Station 10/0,4 kV/OV;Zelfbouw;1966-07-01;Stedin;In bedrijf;;L DAVIDSSTR;;;ENECO;2012-01-25;Stedin;ENECO;BIJ 143/171;Openbare weg;2551;10;S GRAVENHAGE;75781.2694999985;452719.65399999905;4.232116374793979;52.057110044110985
599;D216;D216;Station;Station 10/0,4 kV/OV;Niet van toepassing;1976-07-01;Stedin;In bedrijf;;V ANROOYSTR;;;Inpandig;2012-01-25;Stedin;Inpandig;BIJ 40/56;Openbare weg;2551;10;S GRAVENHAGE;75931.6984999999;452609.127999999;4.234334936122063;52.05613827751537
38765;D414;D414;Kast;OV Kast;;2009-10-12;Gemeente Den Haag;In bedrijf;;Sportlaan;812;;;2015-12-01;Gemeente Den Haag;;;;;OV kast thv Patrijslaan\Dr van Dijkpad.;Den Haag;77673.3751000017;455184.593600001;4.259141618421507;52.079528849730565
38446;D415;D415;Kast;OV Kast;Kast;2009-10-12;Gemeente Den Haag;In bedrijf;Vermoedelijke ligging;Distelvinkenplein;5;;Kunststof;2015-12-01;Gemeente Den Haag;;;;;;Den Haag;77623.5760999992;455437.206999999;4.258357978874376;52.081792034543035
38781;D416;D416;Kast;OV Kast;Kast;2009-10-12;Gemeente Den Haag;In bedrijf;GPS ingemeten;Laan van Poot;167;;Kunststof;2015-12-01;Gemeente Den Haag;;;;;Hoek Laan van Poot \ Dr. van Welylaan;Den Haag;77575.881000001;455635.791000001;4.257617212336408;52.08356996587841
28847;D417;D417;Kast;OV Kast;Kast;2009-11-09;Gemeente Den Haag;In bedrijf;Analoog ingemeten;Fahrenheitstraat;745;;Kunststof;2015-12-01;Gemeente Den Haag;;;Nabij;;T.h.v. Segbroeklaan;;78235.3381999992;455332.348099999;4.26730493902278;52.08093485521176
497;D172;D172;Station;Station 10/0,4 kV/OV;Zelfbouw;1954-07-01;Combi;In bedrijf;;SEGBROEKLN;;;ENECO;2012-03-15;Combi;ENECO;T.O. RANONKELSTR;Openbare weg;2565DL;10;S GRAVENHAGE;77412.3359999992;454972.9395;4.255382348501386;52.077590281961115
506;D112;D112;Station;Station 10/0,4 kV;Onbekend;1969-07-01;Combi;In bedrijf;;LN V POOT;;;Onbekend;2012-03-15;Combi;Onbekend;T/O ROODBORSTLAAN;Openbare weg;2566EE;10;S GRAVENHAGE;77722.3060000017;455658.578000002;4.259747934565823;52.08379519983904
520;D169;D169;Station;Station 10/0,4 kV/OV;Zelfbouw;1953-07-01;Combi;In bedrijf;;RIDDERSPOORWG;176;;ENECO;2012-03-15;Combi;ENECO;NAAST 176;Openbare weg;2565AL;10;S GRAVENHAGE;76756.9840000011;453994.269000001;4.246048478981292;52.06870315474241
533;D186;D186;Station;Station 10/0,4 kV/OV;Zelfbouw;1956-07-01;Combi;In bedrijf;;RANONKELSTR;;;ENECO;2012-03-15;Combi;ENECO;BIJ STOKROOSSTR;Openbare weg;2565BA;10;S GRAVENHAGE;77325.83350000161;454853.068500001;4.254148003522692;52.076500921096745
618;D189;D189;Station;Station 10/0,4 kV/OV;Zelfbouw;1967-07-01;Combi;In bedrijf;;HELIOTROOPLN;354-360;;ENECO;2012-03-15;Combi;ENECO;FLAT SOLLEVELO;Openbare weg;2555MK;20;S GRAVENHAGE;75484.2474999987;453734.079500001;4.2275501456769256;52.06618370699545
624;D194;D194;Station;Station 10/0,4 kV/OV;Zelfbouw;1950-07-01;Combi;In bedrijf;;TANNHAUSERSTR;63;;ENECO;2012-03-15;Combi;ENECO;;Openbare weg;2555JN;10;S GRAVENHAGE;76087.88949999961;453384.765000001;4.236432651518488;52.063130878949735
602;D217;D217;Station;Station 10/0,4 kV/OV;Zelfbouw;1966-07-01;Combi;In bedrijf;;CHOPINSTR;1/17;;ENECO;2012-03-15;Combi;ENECO;;Openbare weg;2551;10;S GRAVENHAGE;76040.0445000008;452543.2885;4.2359296061074865;52.05556205359251
481;D307;D307;Station;Station 10/0,4 kV/OV;Zelfbouw;1965-07-01;Combi;In bedrijf;;VOLENDAMLN;769/931;;ENECO;2012-03-15;Combi;ENECO;GROENHOEVE FLAT;Openbare weg;2547CB;10;S GRAVENHAGE;77923.8500000015;453272.4815;4.263226711295404;52.06238029313021
482;D306;D306;Station;Station 10/0,4 kV/OV;Zelfbouw;1966-07-01;Combi;In bedrijf;;VOLENDAMLN;940/1102;;ENECO;2012-03-15;Combi;ENECO;;Terrein;2547CS;10;S GRAVENHAGE;77933.4860000014;453204.3825;4.263382572489976;52.061769651004
949;D311;D311;Kast;Onbekend;Onbekend;;Combi;In bedrijf;;HEILOOSTR;224;;Onbekend;2012-03-15;Combi;Onbekend;;Nabij;2547KW;;S GRAVENHAGE;78218.5984999985;453303.9045;4.267517081256804;52.062703608301156
950;D121;D121;Kast;Onbekend;Onbekend;;Combi;In bedrijf;;KAMPERFOELIESTR;55;;Onbekend;2012-03-15;Combi;Onbekend;;Achter;2563KB;;S GRAVENHAGE;78353.90049999951;453851.53649999906;4.269366867491077;52.06764373197951
929;A128;A128;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;DOGGERSBANKSTR;67;;Onbekend;2012-03-14;Gemeente Den Haag;Onbekend;;Naast;2583MR;;S GRAVENHAGE;77409.1479999982;456079.147999998;4.255084241955108;52.08753090073392
587;D625 Station;D625;Station;Station 10/0,4 kV/OV;Niet van toepassing;1970-07-01;Onbekend;In bedrijf;;MOZARTLN;286/542;;Inpandig;2015-12-17;Stedin;Inpandig;FLAT;Openbare weg;2555KR;20;S GRAVENHAGE;75633.88450000061;452879.104499999;4.22993072568705;52.05852186848953
101;5210 Station;5210;Station;Station 10/0,4 kV;Zelfbouw;1947-01-01;Stedin;In bedrijf;;BROEKWG;142;;ENECO;2015-12-17;Stedin;ENECO;GEMAAL;Terrein;2491EK;10;S GRAVENHAGE;86532.3665000014;454384.006499998;4.388519611155846;52.07350025939256
102;5220 Station;5220;Station;Station 10/0,4 kV;Niet van toepassing;1969-01-01;Stedin;In bedrijf;;WESTVLIETWG;5;;Inpandig;2015-12-17;Stedin;Inpandig;N.S.;Terrein;2491EA;10;S GRAVENHAGE;86128.3075000011;454553.7665;4.382592525355636;52.07497578254528
108;5354 Station;5354;Station;Station 10/0,4 kV;Onbekend;1992-11-01;Stedin;In bedrijf;;VLIST;1;;AKA;2015-12-17;Stedin;AKA;;Openbare weg;2491CC;20;S GRAVENHAGE;86527.2250000015;453573.1105;4.388607284558289;52.06621214617209
111;5346 Station;5346;Station;Station 10/0,4 kV;Onbekend;1992-03-30;Stedin;In bedrijf;;DONAU;36;;AKA;2015-12-17;Stedin;AKA;BEERS;Openbare weg;2491BA;20;S GRAVENHAGE;86606.57149999961;453851.4575;4.389708531302769;52.0687234388206
207;E517 Station;E517;Station;Station 10/0,4 kV;Niet van toepassing;1995-07-01;Stedin;In bedrijf;;WALDORPSTR.;;;Inpandig;2015-12-17;Stedin;Inpandig;;Openbare weg;2521;10;S GRAVENHAGE;81952.8145000003;453876.2995;4.321840630782578;52.06835254669116
113;5361 Station;5361;Station;Station 10/0,4 kV;Onbekend;1975-01-01;Stedin;In bedrijf;;VEENWG;130;;Onbekend;2015-12-17;Stedin;Onbekend;;Openbare weg;2493ZB;10;S GRAVENHAGE;87269.0439999998;452752.952;4.399586979734719;52.05893259359047
678;282 Station;282;Kast;Onbekend;Onbekend;;Onbekend;In bedrijf;;VEENWG;130;;O&K;2015-12-17;Stedin;O&K;;Naast;2493ZB;;S GRAVENHAGE;87269.7659999989;452750.601;4.399597972262626;52.058911553445185
658;Station;OV KAST;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;;RHONE;36;;Onbekend;2015-12-17;Stedin;Onbekend;;Achter;2491AP;;S GRAVENHAGE;86807.9840000011;454008.41200000106;4.392614285894671;52.070158813421656
114;5394 Station;5394;Station;Station 10/0,4 kV;Onbekend;1999-09-08;Stedin;In bedrijf;;SPIERINGDAM;7;;AKA;2015-12-17;Stedin;AKA;;Openbare weg;2492ND;20;S GRAVENHAGE;87878.0810000002;453273.067000002;4.408364156955971;52.063680980525184
115;5483 Station;5483;Station;Station 10/0,4 kV;DS01 24/37;2008-04-01;Stedin;In bedrijf;;HARTSCHELPSNGL;17;;AKA;2015-12-17;Stedin;AKA;;Openbare weg;2492SP;20;S GRAVENHAGE;87878.6649999991;453577.600000001;4.408312806603794;52.06641788788264
170;E132;E132;Station;Station 10/0,4 kV/OV;Niet van toepassing;1930-07-01;Stedin;In bedrijf;;G GEZELLESTR;72;;Inpandig;2012-01-25;Stedin;Inpandig;;Openbare weg;2524CN;10;S GRAVENHAGE;81636.4349999987;452156.67700000096;4.317596539068147;52.0528568414121
249;E152;E152;Station;Station 10/0,4 kV/OV;Onbekend;1972-07-01;Stedin;In bedrijf;;V ZEGGELENLN;T/O 4;;Onbekend;2012-01-25;Stedin;Onbekend;;Openbare weg;2524AB;20;S GRAVENHAGE;81447.2859999985;452707.9005;4.314720611135598;52.05778550217539
250;E130;E130;Station;Station 10/0,4 kV/OV;Zelfbouw;1950-07-01;Stedin;In bedrijf;;V ZEGGELENLN;T/O 125;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2524AD;10;S GRAVENHAGE;81537.7479999997;452514.247499999;4.316081077769101;52.05605718283092
817;E137;E137;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;SCHIMMELWG;413;;Onbekend;2012-01-25;;Onbekend;;Achter;2524XB;;S GRAVENHAGE;81357.4974999987;451887.9835;4.313588354138966;52.05040515078647
823;E147;E147;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;;SCHIMMELWG;110;;Onbekend;2012-01-25;Stedin;Onbekend;;Achter;2524XJ;;S GRAVENHAGE;81521.68800000101;451987.013;4.315960348261572;52.05131690218571
784;F650 Station;F650;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;;UTENBROEKESTR;41;;Onbekend;2015-12-15;Stedin;Onbekend;;Openbare weg;2597PH;bij Utenbroekstraat,bovengr.laagsp.kast;S GRAVENHAGE;81377.02699999881;457368.072500002;4.312690767194974;52.09965601196449
309;H1502 Station;H1502;Station;Station 23/0,4 kV;Zelfbouw;2000-07-01;Stedin;In bedrijf;;MYLPAAL;4;;ENECO;2015-12-15;Stedin;ENECO;;Naast;2548PS;10;S GRAVENHAGE;79590.8984999992;449388.229499999;4.2883893962185535;52.02770292326149
310;H1401 Station;H1401;Station;Station 23/0,4 kV;Zelfbouw;1996-07-01;Stedin;In bedrijf;;OOSTEINDE;86;;ENECO;2015-12-15;Stedin;ENECO;WIPPOLDER;Naast;2548AN;10;S GRAVENHAGE;79938.4475000016;449497.131000001;4.29342888045192;52.02872874607608
312;H1560 Station;H1560;Station;Station 23/0,4 kV;Zelfbouw;2009-04-17;Stedin;In bedrijf;;ELLERTSVELDLN;;;ENECO;2015-12-15;Stedin;ENECO;;Onbekend;2548ND;20;S GRAVENHAGE;79945.2690000013;450228.434500001;4.293367782521629;52.03530173048309
117;L351 Station;L351;Station;Station 10/0,4 kV/OV;Onbekend;1998-06-11;Stedin;In bedrijf;;PAARDEBLOEMVELD;9;;AKA;2015-12-17;Stedin;AKA;;Openbare weg;2492LL;20;S GRAVENHAGE;87517.1469999999;453900.465;4.402977388073559;52.06927554796056
922;D450 Station;D450;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;;FAZANTPLN;12;;Onbekend;2015-12-17;Stedin;Onbekend;;Terrein;2566VJ;bovengr.kast,laagsp.verd.p.in tuin flat;S GRAVENHAGE;77346.249499999;455453.600000002;4.2543090824184615;52.08190052881032
374;D816 Station;D816;Station;Station 10/0,4 kV/OV;Zelfbouw;1967-07-01;Stedin;In bedrijf;;VOLENDAMLAAN;38-54;;ENECO;2015-12-17;Stedin;ENECO;;Openbare weg;2547;10;S GRAVENHAGE;78541.9219999984;453236.076000001;4.272246367222868;52.06213876997294
72685;L243;L243;Kast;OV Kast;;2001-01-01;Gemeente Den Haag;In bedrijf;;Brasemdam;4;;;2017-03-10;Gemeente Den Haag;;;;2492NA;;'S-GRAVENHAGE;88025.5819999985;453058.510000002;4.410556945692884;52.061770607066535
687;L242;L242;Kast;OV Kast;Onbekend;;Gemeente Den Haag;In bedrijf;;STEUREILAND;2;;Onbekend;2017-03-10;Gemeente Den Haag;Onbekend;;;2492NB;;S GRAVENHAGE;87980.6755000018;452985.081500001;4.4099166033125154;52.06110527461513
694;L254;L254;Kast;OV Kast;Onbekend;2002-01-01;Gemeente Den Haag;In bedrijf;;MEIVLIEGSNGL;18;;Onbekend;2017-03-10;Gemeente Den Haag;Onbekend;;Binnen straal van 10 m;2492RA;;S GRAVENHAGE;88150.2969999984;453179.35599999904;4.412351678278082;52.06287171289108
680;L255;L255;Kast;OV Kast;Onbekend;2001-01-01;Gemeente Den Haag;In bedrijf;;BOOTSMANSNGL;48;;Onbekend;2017-03-10;Gemeente Den Haag;Onbekend;;Binnen straal van 10 m;2492RP;;S GRAVENHAGE;88333.40549999851;452790.42700000096;4.41509745598787;52.05939846596563
72687;L548;L548;Kast;OV Kast;;2001-01-01;Gemeente Den Haag;In bedrijf;; Meervalsingel;2;;;2017-03-10;Gemeente Den Haag;;;Naast;2492MD;Hoek Goudkarpersingel ;'S-GRAVENHAGE;87708.9589999989;453413.515999999;4.405870517639988;52.06492267846327
679;L270;L270;Kast;OV Kast;Onbekend;;Gemeente Den Haag;In bedrijf;;RIETKADE;19;;Onbekend;2017-03-10;Gemeente Den Haag;Onbekend;;Binnen straal van 10 m;2492TL;;S GRAVENHAGE;88691.73200000079;452753.41050000105;4.420328903367618;52.05910879525131
684;L253;L253;Kast;OV Kast;Onbekend;;Gemeente Den Haag;In bedrijf;;LIBELSINGEL;70;;Onbekend;2017-03-10;Gemeente Den Haag;Onbekend;;Binnen straal van 20 m;2492RC;;S GRAVENHAGE;88503.4534999989;452927.703499999;4.417549960266814;52.06065260684425
72686;L241;L241;Kast;OV Kast;;2001-01-01;Gemeente Den Haag;In bedrijf;;Brasemdam;3;;;2017-03-10;Gemeente Den Haag;;;;2492NA;;'S-GRAVENHAGE;87939.3649999984;452915.75;4.409327904822922;52.060477193665974
470;D811 Station;D811;Station;Station 10/0,4 kV;Zelfbouw;1966-07-01;Stedin;In bedrijf;;HEILOOSTR;224/240;;ENECO;2015-12-17;Stedin;ENECO;;Openbare weg;2547KW;10;S GRAVENHAGE;78223.2190000005;453305.5715;4.26758407387713;52.062719229412885
473;D505 Station;D505;Station;Station 10/0,4 kV/OV;Zelfbouw;1951-07-01;Onbekend;In bedrijf;;OUDE HAAGWG;493;;ENECO;2015-12-17;Stedin;ENECO;SOFTLINE PANELS BV.;Terrein;2552GG;10;S GRAVENHAGE;77443.4554999992;453220.93;4.256234283296517;52.061849977501424
475;D802 Station;D802;Station;Station 10/0,4 kV/OV;Niet van toepassing;1953-07-01;Onbekend;In bedrijf;;OUDE HAAGWG;NAAST 495;;Inpandig;2015-12-17;Stedin;Inpandig;WASSERIJ GIEZEMAN;Terrein;2552GG;10;S GRAVENHAGE;77486.43899999931;453216.791000001;4.256861913323451;52.06181879715868
478;D834 Station;D834;Station;Station 10/0,4 kV/OV;Niet van toepassing;2001-07-01;Stedin;In bedrijf;;VOLENDAMLN;;;Inpandig;2015-12-17;Stedin;Inpandig;HOPMAN PR.;Openbare weg;2552;20;S GRAVENHAGE;77721.52950000021;453195.29699999804;4.2602943487496105;52.06165847904585
154;B715 Station;B715;Station;Station 10/0,4 kV;Onbekend;1957-07-01;Stedin;In bedrijf;;JUNOSTRAAT;24;;Onbekend;2015-12-17;Stedin;Onbekend;;Openbare weg;2516;10;S GRAVENHAGE;83196.6030000001;453330.078499999;4.340092715848307;52.063606368376696
463;D1315 Station;D1315;Station;Station 10/0,4 kV;Zelfbouw;1976-07-01;Onbekend;In bedrijf;;DRUIVENSTR;22;;ENECO;2015-12-17;Stedin;ENECO;NAAST 22, EIJKENBURG;Inpandig;2564VH;10;S GRAVENHAGE;77734.09600000079;454311.535;4.26022494414224;52.07169146809535
213;B711 Station;B711;Station;Station 10/0,4 kV;Zelfbouw;1950-07-01;Onbekend;In bedrijf;;KOMEETWEG;;;ENECO;2015-12-17;Stedin;ENECO;INDUSTRIE CENTRUM;Terrein;2516;10;S GRAVENHAGE;83317.48099999879;454093.25;4.341694963410792;52.07048052393365
488;D817 Station;D817;Station;Station 10/0,4 kV/OV;Zelfbouw;1967-07-01;Stedin;In bedrijf;;ESCAMPLAAN;;;ENECO;2015-12-17;Stedin;ENECO;;Openbare weg;2547;10;S GRAVENHAGE;78155.0584999994;453016.484000001;4.266655336452352;52.06011184560092
697;SK273 Station;SK273;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;B OOSTHOEKLN;;;Onbekend;2015-12-17;Gemeente Den Haag;Onbekend;;Onbekend;2493AV;Hoek Oude Polderwg;S GRAVENHAGE;86638.8359999992;453223.899500001;4.3903046808362785;52.06308758654131
702;SK274 Station;SK274;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;OUDE POLDERWG;211;;Onbekend;2015-12-17;Gemeente Den Haag;Onbekend;;Naast;2493AJ;;S GRAVENHAGE;86807.2340000011;453451.234000001;4.392714643191146;52.06515138630828
715;SK339 Station;SK339;Kast;Onbekend;Onbekend;;Onbekend;In bedrijf;;STIEMENSVAART;30;;Onbekend;2015-12-17;Stedin;Onbekend;;Openbare weg;2497ZE;;S GRAVENHAGE;85134.4780000001;450171.64550000103;4.368994222433903;52.03546952916097
704;L256;L256;Kast;OV Kast;Onbekend;2001-01-01;Gemeente Den Haag;In bedrijf;;PARELDUIKERSNGL;30;;Holec;2017-03-10;Gemeente Den Haag;Holec;;Hoek;2492PG;;S GRAVENHAGE;88355.4210000001;453520.35200000205;4.4152759798059495;52.0659609603913
68209;L474;L474;Kast;OV Kast;;2001-01-01;Gemeente Den Haag;In bedrijf;;Houtkade;;;;2017-03-10;Gemeente Den Haag;;;Tegenover;;Krabbescheerkade 1 bij HSR.;'S-GRAVENHAGE;88559.9778999984;452860.777100001;4.418387106635327;52.06005791868973
669;L269;L269;Kast;OV Kast;Onbekend;2001-01-01;Gemeente Den Haag;In bedrijf;;SURFPLEIN;13;;Onbekend;2017-03-10;Gemeente Den Haag;Onbekend;;Naast;2492VE;;S GRAVENHAGE;87819.5645000003;454468.3145;4.407275710839426;52.07441556209126
707;L235;L235;Kast;OV Kast;Onbekend;1998-01-01;Gemeente Den Haag;In bedrijf;;KLAPROOSVELD;1;;Onbekend;2017-03-10;Gemeente Den Haag;Onbekend;;Binnen straal van 30 m;2492LX;;S GRAVENHAGE;87444.7564999983;453667.72349999804;4.4019677903343215;52.06717508165194
667;L234;L234;Kast;OV Kast;Onbekend;2001-01-01;Gemeente Den Haag;In bedrijf;;PYLKRUIDVELD;58;;Onbekend;2017-03-10;Gemeente Den Haag;Onbekend;;Binnen straal van 10 m;2492LB;;S GRAVENHAGE;87679.7534999996;453829.267999999;4.405362682882713;52.068655487764
717;SK340 Station;SK340;Kast;Onbekend;Onbekend;;Onbekend;In bedrijf;;STIEMENSVAART;41;;Onbekend;2015-12-17;Stedin;Onbekend;;Nabij;2497ZE;;S GRAVENHAGE;85216.38300000131;450091.3895;4.370204090283703;52.034758586766195
179;MS-62-12225 Station;MS-62-1222;Station;Station 10/0,4 kV/OV;C;2005-09-18;Stedin;In bedrijf;;VEENWORTEL;37;;van Alphen;2015-12-17;Stedin;van Alphen;;Nabij;2498EM;20;S GRAVENHAGE;86484.2424999997;449735.41400000104;4.388749984338434;52.03171755389384
181;MS-62-12218 Station;MS-62-1221;Station;Station 10/0,4 kV;C;2005-12-15;Stedin;In bedrijf;;OEVERWALLN;;;van Alphen;2015-12-17;Stedin;van Alphen;DEELPLAN 15 MFC;Onbekend;2498BV;20;S GRAVENHAGE;86186.0194999985;449817.48999999795;4.384388219749146;52.03241824203434
184;MS-62-12217 Station;MS-62-1221;Station;Station 10/0,4 kV/OV;Kast;2005-09-18;Stedin;In bedrijf;;RIETGRAS;74;;van Alphen;2015-12-17;Stedin;van Alphen;DEELPLAN 14;Nabij;2498EG;20;S GRAVENHAGE;86690.4329999983;449968.787000001;4.391707671230649;52.033840315981756
189;MS-62-12197 Station;MS-62-1219;Station;Station 10/0,4 kV/OV;Onbekend;2003-01-01;Stedin;In bedrijf;;WILGENROOS;1;;AKA;2015-12-17;Stedin;AKA;;Nabij;2498CH;10;S GRAVENHAGE;86339.1675000005;450307.8255;4.38652124681722;52.0368438663231
573;L131 Station;L131;Station;Station 10/0,4 kV/OV;Zelfbouw;1972-07-01;Onbekend;In bedrijf;;BURG WALDECKSTR;80;;ENECO;2015-12-17;Stedin;ENECO;BERKENDAEL WZH;Openbare weg;2552TX;20;S GRAVENHAGE;76762.52950000021;452382.2335;4.246498659194955;52.05421718988607
597;L127 Station;L127;Station;Station 10/0,4 kV/OV;Zelfbouw;1973-07-01;Stedin;In bedrijf;;PISUISSESTR;;;ENECO;2015-12-17;Stedin;ENECO;BIJ A. SPOELPLN;Terrein;2553BT;10;S GRAVENHAGE;75860.8660000004;452469.83300000103;4.233334621782254;52.054876378297784
721;OV-61-4 Station;OV-61-4;Kast;Onbekend;Onbekend;;Onbekend;In bedrijf;;ENGELWORTEL;38;;Onbekend;2015-12-17;Stedin;Onbekend;;Binnen straal van 60 m;2498CG;;S GRAVENHAGE;86327.2285000011;450460.045499999;4.386316697856213;52.038210386577745
193;Y325 Station;Y325;Station;Station 23/0,4 kV;Niet van toepassing;2005-01-01;Stedin;In bedrijf;;VUURSTEEN;14;;Inpandig;2015-12-17;Stedin;Inpandig;;Openbare weg;2496RZ;10;S GRAVENHAGE;85146.02549999951;450733.35900000104;4.369047729687699;52.040519072910584
730;E301 Station;E301;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;;WETH FISCHERPLNTS;14;;Onbekend;2015-12-17;Stedin;Onbekend;;Binnen straal van 10 m;2497DJ;naast weth.f.pl 14;S GRAVENHAGE;84768.27899999921;450601.460000001;4.36356982560934;52.0392859797585
673;125 Station;125;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;;GROENE ZOOM;15;;Onbekend;2015-12-17;Stedin;Onbekend;;Naast;2491EJ;"Rijksweg-12 Rijwielpad 
richting Nootdorp";S GRAVENHAGE;85581.2595000006;453334.320500001;4.374862070227083;52.0639484269973
674;197 Station;197;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;;KERKSTR;60;;O&K;2015-12-17;Stedin;O&K;;Afstand tot adres > 60 m;2271CT;hoek nootdorpsepad;VOORBURG;85027.3359999992;453591.054499999;4.366732749845862;52.0661859852577
675;1226150 Station;1226150;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;;RAADHUISSTR;2;;Onbekend;2015-12-17;Stedin;Onbekend;;Achter;2271CW;;VOORBURG;85197.1284999996;453668.199000001;4.369192830687294;52.06690069633829
676;130 Station;130;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;;WESTVLIETWG;30;;Onbekend;2015-12-17;Stedin;Onbekend;;Binnen straal van 20 m;2491EC;ingang park nabij;S GRAVENHAGE;85494.3920000009;454045.237;4.37345072779664;52.070326481664175
677;193 Station;193;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;;WESTVLIETWG;10;;Onbekend;2015-12-17;Stedin;Onbekend;;Binnen straal van 20 m;2491EA;nabij nummer 11;S GRAVENHAGE;85743.96599999821;454277.177499998;4.3770432090867;52.07244217281525
162;5355 Station;5355;Station;Station 10/0,4 kV;Onbekend;1992-10-07;Stedin;In bedrijf;;SCHIETLOOD;2;;AKA;2015-12-17;Stedin;AKA;;Openbare weg;2495AN;20;S GRAVENHAGE;84650.3165000007;453035.625500001;4.361349627928104;52.061146654528045
792;Z210;Z210;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;STILLE VEERKD;1;;Onbekend;2013-11-14;Gemeente Den Haag;Onbekend;;Achter;2512BE;;S GRAVENHAGE;81474.1248000003;454564.785900001;4.314711999990135;52.07447648597243
796;Z209;Z209;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;;WAGENSTR;193;;Onbekend;2013-11-14;Gemeente Den Haag;Onbekend;;Achter;2512AW;;S GRAVENHAGE;81607.34699999909;454485.061000001;4.316672076825267;52.07377768663668
39405;D418;D418;Kast;OV Kast;Kast;2011-09-13;Gemeente Den Haag;In bedrijf;;Eiberplein;;;Kunststof;2015-12-01;Gemeente Den Haag;;;;;Nabij Wildhoenlaan 23\25, thv Trafostation.;Den Haag;76988.3528000005;454962.651099999;4.249200950097599;52.07743825972443
39725;D419;D419;Kast;OV Kast;Kast;2011-09-21;Gemeente Den Haag;In bedrijf;;Laan van Poot;;;Kunststof;2015-12-01;Gemeente Den Haag;;;;;T.h.v. Oude Buizerdlaan (Tussen Laan van Poot huisnr. 353 en 355);Den Haag;76655.82600000131;454833.58399999904;4.244380737735642;52.076231443473745
28525;E103;E103;Kast;Onbekend;;;Gemeente Den Haag;In bedrijf;;;;;;2015-12-01;Gemeente Den Haag;;;;;;;81675.27699999881;453514.64200000104;4.317871208874759;52.065065739416305
328;H159;H159;Station;Station 10/0,4 kV/OV;Zelfbouw;1950-07-01;Stedin;In bedrijf;;P LANGENDYKSTR;177;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2533TJ;10;S GRAVENHAGE;79689.6200000011;451466.307999998;4.289369953430962;52.04639153129835
331;H160;H160;Station;Station 10/0,4 kV/OV;Zelfbouw;1950-07-01;Stedin;In bedrijf;;P LANGENDYKSTR;320;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2533TS;10;S GRAVENHAGE;79884.32950000091;451595.03550000105;4.292179531421833;52.04757479444551
350;H154;H154;Station;Station 10/0,4 kV/OV;Zelfbouw;1957-07-01;Stedin;In bedrijf;;RUINERWOLDSTR;;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2541PN;10;S GRAVENHAGE;79147.1455000006;450959.02450000105;4.281576037108189;52.041758739800294
