latitude          ,longitude
52.077125916213674,4.338162001160657
52.064227045462275,4.252607575599065
52.054885374263755,4.2399250335020655
52.052439938049574,4.244071146298437
52.05408255214082 ,4.313526728136528
52.06824940250089 ,4.2898212083266065
52.06978749986846 ,4.292656850790878
52.073639143254674,4.287018913529227
52.07385197377903 ,4.2974250055259064
52.06650493528557 ,4.2975235304977115
52.068394622395026,4.298659902420811
52.06641364895884 ,4.300776870918144
52.0660754498604  ,4.303940192170198
52.08199812384367 ,4.293879359548566
52.102024113912755,4.302304774043896
52.090556146175224,4.295874038261587
52.06873862338458 ,4.3069796644799085
52.09053832914668 ,4.295852245660804
52.07212426812848 ,4.313207836412013
52.04927612992618 ,4.234480146591058
52.049673669612034,4.2463434303115735
52.068703699447106,4.294401351107015
52.072781612447024,4.302388586050888
52.073547555749684,4.319858091737054
52.07372744457627 ,4.312406055767535
52.07376884089692 ,4.305900760063005
52.06413072953431 ,4.3468488439273285
52.06778382239296 ,4.346344033665067
52.069080966475106,4.337572801430613
52.06762973848277 ,4.269394082994063
52.05599855288682 ,4.2470509632497535
52.049873076852855,4.220182767029675
52.05242748107827 ,4.244115300035583
52.084874014501565,4.272405759198821
52.08773645407003 ,4.286132381349941
52.043157068884824,4.3643959182280065
52.0389741041106  ,4.274832672711346
52.05131589366581 ,4.272388303069108
52.040423225137914,4.289083993143572
52.050155874410066,4.28189939836191
52.05978478940274 ,4.258003905856199
52.05661745221597 ,4.261279264154265
52.06117561893281 ,4.239280350789575
52.0671275578135  ,4.293364400194728
52.07272150353703 ,4.323272022947843
52.07560026156935 ,4.308775856268025
52.075548836307675,4.312612554220235
52.05911019743246 ,4.30698253499169
52.0800272825646  ,4.324886701419627
52.07018009666295 ,4.282983453659053
52.0804107794463  ,4.281084765403791
52.04738033242171 ,4.251387716454206
52.07345321115167 ,4.254010554916841
52.0724493600449  ,4.255702795227902
52.07314829234379 ,4.290725070679716
52.06136497615037 ,4.24658479610587
52.063105430033005,4.259221968098143
52.04625331811675 ,4.246801413927476
52.078780762186014,4.3103580841066815
52.08017289017937 ,4.3106958490009735
52.0834943438231  ,4.313311659524959
52.07690639575764 ,4.31891705474725
52.065459567568205,4.313685261829463
52.06570669813716 ,4.3108844825510815
52.06065933280608 ,4.394750295341432
52.060488926028754,4.278646916827014
52.0593856839766  ,4.3607103677920875
52.085391430058486,4.283276535095971
52.052928447246295,4.400247916787703
52.08796102969893 ,4.303333949294067
52.11317997230647 ,4.291160459008525
52.076216068147495,4.243877653542695
52.068323457773324,4.240496191903713
52.062502991009566,4.227299246979738
52.05843189949172 ,4.318802433168683
52.05172523340429 ,4.300564592643062
52.05615199952428 ,4.307002076131055
52.06038752617774 ,4.277392893802362
52.043096418006364,4.251630263866203
52.03911286061521 ,4.267458373275062
52.0391283239413  ,4.267457504161927
52.033224229791365,4.264652667022315
52.0306368510215  ,4.259496385144404
52.0327077584172  ,4.258892045710241
52.03406375063498 ,4.260250202347622
52.03404799563835 ,4.260251117613082
52.068400975066034,4.2842529500901945
52.066774344923026,4.412925999929938
52.06431110327755 ,4.415771778574843
52.090697130077494,4.2749414372973344
52.08224699617204 ,4.2653838486566285
52.091334645976026,4.262800578536115
52.06334203317731 ,4.229093906502713
52.06330922399029 ,4.227437962791187
52.06496930445328 ,4.226227484275294
52.10408517066878 ,4.270944397315263
52.10360876249769 ,4.273963006161878
52.07141687005745 ,4.303215393284192
52.070845065923926,4.301035794453325
52.10420815179853 ,4.270707585252306
52.023308189193074,4.294361836713323
52.03405873152932 ,4.257594750625014
52.054952058612564,4.296593076013278
52.03381159704927 ,4.256525830606135
52.046995965443706,4.274086503885815
52.06373608001729 ,4.363223225329846
52.060300210977005,4.241346792215042
52.07791040609542 ,4.309844431177739
52.08292489312189 ,4.315472145770467
52.080153409699534,4.318295737917713
52.0845556593211  ,4.299499193350569
52.08656897344656 ,4.304975633574585
52.07584187986418 ,4.306876413572466
52.05437698880948 ,4.316104618908027
52.061932986219865,4.308046512301504
52.03232445696288 ,4.276391214474109
52.09090022949143 ,4.348450934190825
52.064922254718674,4.364194515113652
52.0355632126312  ,4.384368691025976
52.08500189167492 ,4.335003988691547
52.06270018252224 ,4.333600897895483
52.079233332245074,4.265790046519999
52.11524157935899 ,4.286510914477423
52.08310245540923 ,4.3529502126403266
52.10759329482518 ,4.286399771381858
52.05870915982192 ,4.404957301263623
52.0839267362881  ,4.3043581399694535
52.09679750103323 ,4.269547822995022
52.09501865653159 ,4.265699455355511
52.090655174266864,4.3049320433938965
52.091491028976726,4.305112945933241
52.07721757763779 ,4.25964120804739
52.06679007652802 ,4.224131376694168
52.072446646640245,4.377006641739094
52.09242101926442 ,4.32498116497138
52.0377045461008  ,4.3685603280365335
52.05891199850701 ,4.3295145590816135
52.100629578110095,4.362765491015857
52.083188915486964,4.283391719241765
52.07921006048033 ,4.287619442556761
52.08213725001522 ,4.287622944563742
52.08197634392595 ,4.276446621482154
52.08373693291602 ,4.278313810390986
52.07386201477214 ,4.2701342080561835
52.076424634326536,4.271422162711245
52.080254775817956,4.282443456359725
52.09211133822792 ,4.319581660589089
52.09011289822981 ,4.299927890682417
52.05554547962117 ,4.396611545570736
52.09174803644686 ,4.367448852119581
52.08996989075513 ,4.3670651761474035
52.08694179747704 ,4.354668588160261
52.032784863013674,4.379426283232015
52.063430055933495,4.343337834676571
52.04661081929208 ,4.3736544730449225
52.046686712560046,4.377245035341039
52.04668811794449 ,4.375539397556113
52.04857336927282 ,4.3771856082703104
52.04747479981629 ,4.367093535632293
52.06917024007326 ,4.304734101559578
52.07994155706432 ,4.294569808403259
52.08065469326268 ,4.297351541668611
52.0686448835628  ,4.389767041106231
52.11064028849802 ,4.280884736184558
52.07048908790764 ,4.393367716638502
52.04234645643445 ,4.362572302338446
52.06222520139157 ,4.2631758793028665
52.063099493512574,4.416049533253528
52.07349538785807 ,4.275338100931881
52.088374112904226,4.30699397597475
52.09065886181758 ,4.315661024692175
52.09461553308553 ,4.307651503611519
52.086766635108404,4.311303179797812
52.09370858809324 ,4.313628198349475
52.08693661185606 ,4.301315819961052
52.09350400972288 ,4.355273460420483
52.05484897792604 ,4.320571940571974
52.07114483793373 ,4.343626366264222
52.062891039937114,4.328895310892045
52.05178001643071 ,4.236819126034246
52.09545830861836 ,4.329266633759927
52.05943858548161 ,4.33444349232471
52.098717998974145,4.359986543876828
52.06627845708889 ,4.328912700647821
52.08911640128114 ,4.345196982748668
52.060199864853104,4.315854803545972
52.06179940748192 ,4.340015949305753
52.037121590365494,4.287051843648884
52.0660966427194  ,4.369602981533979
52.0695858668031  ,4.329254277823515
52.04706277547359 ,4.3500840677146435
